postal_code,area_name,prefecture_name
26331,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26332,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26500,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26333,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26442,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26443,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26441,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26334,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26225,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26223,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26335,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26221,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26222,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26226,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26234,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26224,ΠΑΤΡΑ,ΑΧΑΙΑΣ
26444,ΠΑΤΡΑ,ΑΧΑΙΑΣ
65404,ΧΑΝΙΑ,ΚΑΒΑΛΑΣ
62125,ΣΕΡΡΕΣ,ΣΕΡΡΩΝ
62124,ΣΕΡΡΕΣ,ΣΕΡΡΩΝ
62122,ΣΕΡΡΕΣ,ΣΕΡΡΩΝ
62123,ΣΕΡΡΕΣ,ΣΕΡΡΩΝ
62121,ΣΕΡΡΕΣ,ΣΕΡΡΩΝ
56122,ΜΕΝΕΜΕΝΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54250,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55132,ΚΑΛΑΜΑΡΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56121,ΑΜΠΕΛΟΚΗΠΟΙ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54623,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56532,ΠΟΛΙΧΝΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54632,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56431,ΣΤΑΥΡΟΥΠΟΛΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54631,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54633,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56429,ΕΥΚΑΡΠΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54640,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55133,ΚΑΛΑΜΑΡΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56334,ΕΛΕΥΘΕΡΙΟ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55236,ΠΑΝΟΡΑΜΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54630,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54638,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56625,ΣΥΚΙΕΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56431,ΕΥΟΣΜΟ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54655,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54624,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55337,ΤΡΙΑΝΔΡΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54642,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55134,ΚΑΛΑΜΑΡΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56626,ΣΥΚΙΕΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54627,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54248,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54454,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56728,ΝΕΑΠΟΛΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54249,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54639,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56429,ΣΤΑΥΡΟΥΠΟΛΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54645,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54646,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54644,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54641,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54628,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54626,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55535,ΠΥΛΑΙΑ,ΘΕΣΣΑΛΟΝΙΚΗΣ
57001,ΘΕΡΜΗ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56123,ΑΠΜΠΕΛΟΚΗΠΟΙ,ΘΕΣΣΑΛΟΝΙΚΗΣ
53438,ΑΓΙΟΣ ΠΑΥΛΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55133,ΚΑΛΑΜΑΡΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54248,ΕΛΕΥΘΕΡΙΟ,ΘΕΣΣΑΛΟΝΙΚΗΣ
54636,ΑΓΙΟΣ ΠΑΥΛΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
55337,ΤΡΙΑΝΔΡΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
56224,ΕΥΟΣΜΟΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ
41500,ΛΑΡΙΣΑ,ΛΑΡΙΣΑΣ
30008,ΘΕΡΜΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30021,ΑΓΙΟΣ ΒΛΑΣΙΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30400,ΑΙΤΩΛΙΚΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30002,ΒΟΝΙΤΣΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30010,ΠΑΡΑΒΟΛΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30011,ΜΑΤΑΡΑΓΚΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30026,ΣΙΜΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30500,ΑΜΦΙΛΟΧΙΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30015,ΓΑΒΑΛΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30014,ΕΥΗΝΟΧΩΡΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30100,ΑΓΡΙΝΙΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30025,ΚΛΕΠΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30200,ΜΕΣΟΛΟΓΓΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30027,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30017,ΕΜΠΕΣΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30004,ΚΑΤΟΥΝΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30020,ΑΝΤΙΡΡΙΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30009,ΦΥΤΕΙΕΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30006,ΑΣΤΑΚΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30018,ΑΜΟΡΓΙΑΝΟΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30023,ΑΝΩ ΧΩΡΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30300,ΝΑΥΠΑΚΤΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30019,ΜΥΤΙΚΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30024,ΤΕΡΨΙΘΕΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30022,ΠΛΑΤΑΝΟΣ ΑΙΤΩΛ/ΝΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
47040,ΚΟΜΠΟΤΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30001,ΝΕΟΧΩΡΙ ΑΙΤΩΛ/ΝΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
33059,ΑΡΤΟΤΙΝΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30005,ΚΑΙΝΟΥΡΓΙΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30214,ΕΥΗΝΟΧΩΡΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30010,ΠΑΡΑΒΟΛΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30007,ΚΑΤΟΧΗ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30016,ΜΕΝΙΔΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30013,ΜΟΝΑΣΤΗΡΑΚΙ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30012,ΠΑΛΑΙΡΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
30003,ΠΑΝΑΙΤΩΛΙΟ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
31100,ΛΕΥΚΑΔΑ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
21051,ΕΡΜΙΟΝΗ,ΑΡΓΟΛΙΔΑΣ
21100,ΝΑΥΠΛΙΟ,ΑΡΓΟΛΙΔΑΣ
21055,ΑΓΙΑ ΤΡΙΑΔΑ ΑΡΓΟΛΙΔ.,ΑΡΓΟΛΙΔΑΣ
21052,ΛΥΓΟΥΡΙΟ,ΑΡΓΟΛΙΔΑΣ
21060,ΔΡΕΠΑΝΟ,ΑΡΓΟΛΙΔΑΣ
21200,ΑΡΓΟΣ,ΑΡΓΟΛΙΔΑΣ
20500,ΝΕΜΕΑ,ΑΡΓΟΛΙΔΑΣ
21300,ΚΡΑΝΙΔΙ,ΑΡΓΟΛΙΔΑΣ
21057,ΑΧΛΑΔΟΚΑΜΠΟΣ,ΑΡΓΟΛΙΔΑΣ
21054,ΝΕΑ ΕΠΙΔΑΥΡΟΣ,ΑΡΓΟΛΙΔΑΣ
21058,ΛΥΡΚΕΙΑ,ΑΡΓΟΛΙΔΑΣ
21059,ΠΑΛΑΙΑ ΕΠΙΔΑΥΡΟΣ,ΑΡΓΟΛΙΔΑΣ
21053,ΝΕΑ ΚΙΟΣ,ΑΡΓΟΛΙΔΑΣ
21056,ΤΟΛΟ,ΑΡΓΟΛΙΔΑΣ
22028,ΠΑΛΟΥΜΠΑ,ΑΡΚΑΔΙΑΣ
22011,ΚΟΛΛΙΝΕΣ,ΑΡΚΑΔΙΑΣ
22012,ΣΤΑΔΙΟ,ΑΡΚΑΔΙΑΣ
22001,ΑΣΤΡΟΣ,ΑΡΚΑΔΙΑΣ
22007,ΔΗΜΗΤΣΑΝΑΣ,ΑΡΚΑΔΙΑΣ
22006,ΑΓΙΟΣ ΑΝΔΡΕΑΣ,ΑΡΚΑΔΙΑΣ
22300,ΛΕΩΝΙΔΙ,ΑΡΚΑΔΙΑΣ
22100,ΤΡΙΠΟΛΗ,ΑΡΚΑΔΙΑΣ
25012,ΛΙΒΑΡΤΖΙ,ΑΡΚΑΔΙΑΣ
22003,ΛΑΓΚΑΔΙΑ,ΑΡΚΑΔΙΑΣ
22009,ΑΓΙΟΣ ΠΕΤΡΟΣ,ΑΡΚΑΔΙΑΣ
22027,ΚΑΤΩ ΑΣΕΑ,ΑΡΚΑΔΙΑΣ
22010,ΒΥΤΙΝΑ,ΑΡΚΑΔΙΑΣ
22002,ΛΕΒΙΔΙ,ΑΡΚΑΔΙΑΣ
22021,ΛΕΟΝΤΑΡΙ ΑΡΚΑΔΙΑΣ,ΑΡΚΑΔΙΑΣ
22200,ΜΕΓΑΛΟΠΟΛΗ,ΑΡΚΑΔΙΑΣ
22013,ΚΑΣΤΡΙ,ΑΡΚΑΔΙΑΣ
22014,ΒΑΛΤΕΣΙΝΙΚΟ,ΑΡΚΑΔΙΑΣ
22022,ΚΑΡΙΤΑΙΝΑ,ΑΡΚΑΔΙΑΣ
22025,ΙΣΑΡΗΣ,ΑΡΚΑΔΙΑΣ
22015,ΚΟΝΤΟΒΑΖΑΙΝΑ,ΑΡΚΑΔΙΑΣ
22007,ΔΗΜΗΤΣΑΝΑ,ΑΡΚΑΔΙΑΣ
22008,ΤΡΟΠΑΙΑ,ΑΡΚΑΔΙΑΣ
22016,ΒΛΑΧΟΚΕΡΑΣΕΑ,ΑΡΚΑΔΙΑΣ
22017,ΔΑΡΑΣ,ΑΡΚΑΔΙΑΣ
22018,ΕΛΑΙΟΧΩΡΙ,ΑΡΚΑΔΙΑΣ
22004,ΚΑΝΔΗΛΑ,ΑΡΚΑΔΙΑΣ
22020,ΚΟΣΜΑΣ,ΑΡΚΑΔΙΑΣ
27061,ΑΝΔΡΙΤΣΑΙΝΑ,ΑΡΚΑΔΙΑΣ
22016,ΒΛΑΧΟΚΕΡΑΣΙΑ,ΑΡΚΑΔΙΑΣ
22026,ΜΑΓΟΥΛΙΑΝΑ,ΑΡΚΑΔΙΑΣ
22024,ΣΤΕΜΝΙΤΣΑ,ΑΡΚΑΔΙΑΣ
22005,ΝΕΣΤΑΝΗ,ΑΡΚΑΔΙΑΣ
25004,ΔΑΦΝΗ ΑΧΑΙΑΣ,ΑΡΚΑΔΙΑΣ
22019,ΠΑΡΑΛΙΟ ΑΣΤΡΟΣ,ΑΡΚΑΔΙΑΣ
47045,ΒΟΥΡΓΑΡΕΛΙ,ΑΡΤΑΣ
47100,ΑΡΤΑ,ΑΡΤΑΣ
47048,ΔΗΜΑΡΙ,ΑΡΤΑΣ
47044,ΑΝΩ ΚΑΛΕΝΤΙΝΗ,ΑΡΤΑΣ
47047,ΜΗΛΙΑΝΑ,ΑΡΤΑΣ
47040,ΚΟΜΠΟΤΙ,ΑΡΤΑΣ
47043,ΑΓΝΑΝΤΑ,ΑΡΤΑΣ
47046,ΡΟΔΑΥΓΗ,ΑΡΤΑΣ
48200,ΦΙΛΙΠΠΙΑΔΑ,ΑΡΤΑΣ
44001,ΠΡΑΜΑΝΤΑ,ΑΡΤΑΣ
47041,ΝΕΟΧΩΡΙ ΑΡΤΑΣ,ΑΡΤΑΣ
47200,ΠΕΤΑ,ΑΡΤΑΣ
47042,ΦΙΛΟΘΕΗ,ΑΡΤΑΣ
80100,ΚΥΘΗΡΑ,ΑΤΤΙΚΗΣ
80200,ΠΟΤΑΜΟΣ,ΑΤΤΙΚΗΣ
19015,ΝΕΑ ΠΑΛΑΤΙΑ,ΑΤΤΙΚΗΣ
18020,ΠΟΡΟΣ ΤΡΟΙΖΙΝΙΑΣ,ΑΤΤΙΚΗΣ
19016,ΑΡΤΕΜΙΣ,ΑΤΤΙΚΗΣ
18010,ΑΙΓΙΝΑ,ΑΤΤΙΚΗΣ
19007,ΜΑΡΑΘΩΝΑΣ,ΑΤΤΙΚΗΣ
19003,ΜΑΡΚΟΠΟΥΛΟ,ΑΤΤΙΚΗΣ
19013,ΑΝΑΒΥΣΣΟΣ,ΑΤΤΙΚΗΣ
18050,ΣΠΕΤΣΕΣ,ΑΤΤΙΚΗΣ
19014,ΚΑΠΑΝΔΡΙΤΙ,ΑΤΤΙΚΗΣ
18030,ΜΕΘΑΝΑ,ΑΤΤΙΚΗΣ
18900,ΣΑΛΑΜΙΝΑ,ΑΤΤΙΚΗΣ
19400,ΚΟΡΩΠΙ,ΑΤΤΙΚΗΣ
19004,ΣΠΑΤΑ,ΑΤΤΙΚΗΣ
19500,ΛΑΥΡΙΟ,ΑΤΤΙΚΗΣ
19002,ΠΑΙΑΝΙΑ,ΑΤΤΙΚΗΣ
19600,ΜΑΝΔΡΑ,ΑΤΤΙΚΗΣ
19100,ΜΕΓΑΡΑ,ΑΤΤΙΚΗΣ
19012,ΒΙΛΙΑ,ΑΤΤΙΚΗΣ
18902,ΑΜΠΕΛΑΚΙΑ,ΑΤΤΙΚΗΣ
15349,ΣΤΑΥΡΟΣ,ΑΤΤΙΚΗΣ
19300,ΑΣΠΡΟΠΥΡΓΟΣ,ΑΤΤΙΚΗΣ
19011,ΑΥΛΩΝΑ,ΑΤΤΙΚΗΣ
19001,ΚΕΡΑΤΕΑ,ΑΤΤΙΚΗΣ
18040,ΥΔΡΑ,ΑΤΤΙΚΗΣ
19009,ΡΑΦΗΝΑ,ΑΤΤΙΚΗΣ
16672,ΓΛΥΦΑΔΑ,ΑΤΤΙΚΗΣ
19200,ΕΛΕΥΣΙΝΑ,ΑΤΤΙΚΗΣ
19008,ΕΡΥΘΡΕΣ,ΑΤΤΙΚΗΣ
13501,ΖΕΦΥΡΙ,ΑΤΤΙΚΗΣ
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,ΑΤΤΙΚΗΣ
19010,ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ,ΑΤΤΙΚΗΣ
19006,ΝΕΑ ΠΕΡΑΜΟΣ,ΑΤΤΙΚΗΣ
19005,ΝΕΑ ΜΑΚΡΗ,ΑΤΤΙΚΗΣ
18901,ΠΑΛΟΥΚΙΑ,ΑΤΤΙΚΗΣ
25015,ΕΡΥΜΑΝΘΕΙΑ,ΑΧΑΙΑΣ
25100,ΑΙΓΙΟ,ΑΧΑΙΑΣ
25006,ΑΚΡΑΤΑ,ΑΧΑΙΑΣ
25008,ΧΑΛΑΝΔΡΙΤΣΑ,ΑΧΑΙΑΣ
25200,ΚΑΤΩ ΑΧΑΙΑ,ΑΧΑΙΑΣ
25004,ΔΑΦΝΗ ΑΧΑΙΑΣ,ΑΧΑΙΑΣ
25007,ΚΛΕΙΤΟΡΙΑ,ΑΧΑΙΑΣ
26504,ΠΑΤΡΑΣ 4,ΑΧΑΙΑΣ
25012,ΛΙΒΑΡΤΖΙ,ΑΧΑΙΑΣ
25016,ΑΡΟΑΝΙΑ,ΑΧΑΙΑΣ
25010,ΑΙΓΕΙΡΑ,ΑΧΑΙΑΣ
25002,ΒΡΑΧΝΑΙΙΚΑ,ΑΧΑΙΑΣ
27052,Σ. Σ. ΒΑΡΔΑΣ,ΑΧΑΙΑΣ
25013,ΜΑΝΕΣΙ,ΑΧΑΙΑΣ
25003,ΔΙΑΚΟΠΤΟ,ΑΧΑΙΑΣ
25001,ΚΑΛΑΒΡΥΤΑ,ΑΧΑΙΑΣ
25014,ΠΛΑΤΑΝΟΣ ΑΧΑΙΑΣ,ΑΧΑΙΑΣ
25005,ΣΑΓΑΙΙΚΑ,ΑΧΑΙΑΣ
25004,ΔΑΦΝΗ,ΑΧΑΙΑΣ
25009,ΚΑΜΑΡΕΣ,ΑΧΑΙΑΣ
25011,ΚΕΡΤΕΖΗ,ΑΧΑΙΑΣ
25017,ΚΕΡΠΙΝΗ,ΑΧΑΙΑΣ
25018,ΒΙ.ΠΕ. ΠΑΤΡΩΝ,ΑΧΑΙΑΣ
32100,ΛΙΒΑΔΕΙΑ,ΒΟΙΩΤΙΑΣ
32001,ΑΛΙΑΡΤΟΣ,ΒΟΙΩΤΙΑΣ
32003,ΠΑΡΑΛΙΑ ΔΙΣΤΟΜΟΥ,ΒΟΙΩΤΙΑΣ
32300,ΟΡΧΟΜΕΝΟΣ,ΒΟΙΩΤΙΑΣ
32200,ΘΗΒΑ,ΒΟΙΩΤΙΑΣ
32007,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΒΟΙΩΤ,ΒΟΙΩΤΙΑΣ
32009,ΣΧΗΜΑΤΑΡΙ,ΒΟΙΩΤΙΑΣ
32012,ΑΝΤΙΚΥΡΑ,ΒΟΙΩΤΙΑΣ
32010,ΔΟΜΒΡΑΙΝΑ,ΒΟΙΩΤΙΑΣ
35015,ΚΑΤΩ ΤΙΘΟΡΕΑ,ΒΟΙΩΤΙΑΣ
32004,ΑΡΑΧΟΒΑ,ΒΟΙΩΤΙΑΣ
32002,ΒΑΓΙΑ,ΒΟΙΩΤΙΑΣ
32008,ΔΑΥΛΕΙΑ,ΒΟΙΩΤΙΑΣ
32011,ΟΙΝΟΦΥΤΑ,ΒΟΙΩΤΙΑΣ
32005,ΔΙΣΤΟΜΟ,ΒΟΙΩΤΙΑΣ
32006,ΚΥΡΙΑΚΙ,ΒΟΙΩΤΙΑΣ
35004,ΕΛΑΤΕΙΑ,ΒΟΙΩΤΙΑΣ
51032,ΠΟΛΥΝΕΡΙ,ΓΡΕΒΕΝΩΝ
51100,ΓΡΕΒΕΝΑ,ΓΡΕΒΕΝΩΝ
51030,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΓΡΕΒΕ,ΓΡΕΒΕΝΩΝ
51200,ΔΕΣΚΑΤΗ,ΓΡΕΒΕΝΩΝ
50007,ΠΕΝΤΑΛΟΦΟΣ,ΓΡΕΒΕΝΩΝ
51031,ΚΗΠΟΥΡΕΙΟ,ΓΡΕΒΕΝΩΝ
50004,ΑΙΑΝΗΣ,ΓΡΕΒΕΝΩΝ
66200,ΠΡΟΣΟΤΣΑΝΗ,ΔΡΑΜΑΣ
66031,ΚΑΛΑΜΠΑΚΙ,ΔΡΑΜΑΣ
66300,ΔΟΞΑΤΟ,ΔΡΑΜΑΣ
66032,ΚΥΡΙΑ,ΔΡΑΜΑΣ
66100,ΔΡΑΜΑ,ΔΡΑΜΑΣ
66035,ΠΑΡΑΝΕΣΤΙ,ΔΡΑΜΑΣ
66037,ΝΙΚΗΦΟΡΟΣ,ΔΡΑΜΑΣ
66033,ΚΑΤΩ ΝΕΥΡΟΚΟΠΙ,ΔΡΑΜΑΣ
66038,ΣΙΔΗΡΟΝΕΡΟ,ΔΡΑΜΑΣ
66034,ΦΩΤΟΛΙΒΟΣ,ΔΡΑΜΑΣ
66100,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ
66036,ΜΙΚΡΟΠΟΛΗ,ΔΡΑΜΑΣ
62045,ΑΛΙΣΤΡΑΤΗ,ΣΕΡΡΩΝ
85001,ΛΕΙΨΟΙ,ΔΩΔΕΚΑΝΗΣΟΥ
85106,ΠΑΡΑΔΕΙΣΙ,ΔΩΔΕΚΑΝΗΣΟΥ
85800,ΚΑΣΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85400,ΛΕΡΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85002,ΤΗΛΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85300,ΚΩΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85108,ΚΡΗΤΗΝΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
85700,ΚΑΡΠΑΘΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85109,ΓΕΝΝΑΔΙ,ΔΩΔΕΚΑΝΗΣΟΥ
85110,ΧΑΛΚΗ,ΔΩΔΕΚΑΝΗΣΟΥ
85900,ΑΣΤΥΠΑΛΑΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
85302,ΑΝΤΙΜΑΧΕΙΑ,ΔΩΔΕΚΑΝΗΣΟΥ
85200,ΚΑΛΥΜΝΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85102,ΑΡΧΑΓΓΕΛΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85303,ΝΙΣΥΡΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85103,ΑΦΑΝΤΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ
85500,ΠΑΤΜΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85600,ΣΥΜΗ,ΔΩΔΕΚΑΝΗΣΟΥ
85101,ΙΑΛΥΣΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85105,ΚΑΛΥΘΙΕΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85301,ΚΕΦΑΛΟΣ ΚΩ,ΔΩΔΕΚΑΝΗΣΟΥ
84008,ΑΜΟΡΓΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85100,ΡΟΔΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85104,ΚΡΕΜΑΣΤΗ,ΔΩΔΕΚΑΝΗΣΟΥ
85401,ΛΑΚΚΙ ΛΕΡΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ
85107,ΛΙΝΔΟΣ,ΔΩΔΕΚΑΝΗΣΟΥ
85111,ΜΕΓΙΣΤΗ-ΚΑΣΤΕΛΛΟΡΙΖΟ,ΔΩΔΕΚΑΝΗΣΟΥ
85109,ΓΕΝΝΑΔΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ
68100,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,ΕΒΡΟΥ
68010,ΜΕΤΑΞΑΔΕΣ,ΕΒΡΟΥ
68400,ΣΟΥΦΛΙ,ΕΒΡΟΥ
68011,ΑΙΣΥΜΗ,ΕΒΡΟΥ
68002,ΣΑΜΟΘΡΑΚΗ,ΕΒΡΟΥ
68006,ΚΥΠΡΙΝΟΣ,ΕΒΡΟΥ
68004,ΛΑΒΑΡΑ,ΕΒΡΟΥ
68200,ΟΡΕΣΤΙΑΔΑ,ΕΒΡΟΥ
68500,ΦΕΡΕΣ,ΕΒΡΟΥ
68007,ΔΙΚΑΙΑ,ΕΒΡΟΥ
68300,ΔΙΔΥΜΟΤΕΙΧΟ,ΕΒΡΟΥ
69300,ΣΑΠΕΣ,ΕΒΡΟΥ
68013,ΠΕΠΛΟΣ,ΕΒΡΟΥ
68005,ΜΙΚΡΟ ΔΕΡΕΙΟ,ΕΒΡΟΥ
68012,ΓΕΦΥΡΑ ΚΗΠΩΝ,ΕΒΡΟΥ
68008,ΚΑΣΤΑΝΙΕΣ ΕΒΡΟΥ,ΕΒΡΟΥ
68003,ΤΥΧΕΡΟ,ΕΒΡΟΥ
68001,ΝΕΑ ΒΥΣΣΑ,ΕΒΡΟΥ
68009,Σ. Σ. ΠΥΘΙΟΥ,ΕΒΡΟΥ
68014,ΡΙΖΙΑ,ΕΒΡΟΥ
34200,ΙΣΤΙΑΙΑ,ΕΥΒΟΙΑΣ
34001,ΚΑΡΥΣΤΟΣ,ΕΥΒΟΙΑΣ
34010,ΑΓΙΑ ΑΝΝΑ,ΕΥΒΟΙΑΣ
34014,ΣΤΕΝΗ ΔΙΡΦΥΟΣ,ΕΥΒΟΙΑΣ
